title,title_type,genre,runtime,mpaa_rating,studio,thtr_rel_date,thtr_rel_year,thtr_rel_month,thtr_rel_day,dvd_rel_date,dvd_rel_year,dvd_rel_month,dvd_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director
Medicine Man,Feature Film,Drama,106,PG-13,Hollywood Pictures,1992-02-07T05:00:00Z,1992,2,7,1999-08-17T04:00:00Z,1999,8,17,5.9,17101,Rotten,20,Spilled,46,no,no,no,no,no,no,John McTiernan
Sea Monsters: A Prehistoric Adventure,Documentary,Documentary,40,G,National Geographic,2007-10-05T04:00:00Z,2007,10,5,2008-06-24T04:00:00Z,2008,6,24,7,723,Fresh,100,Upright,68,no,no,no,no,no,no,Sean MacLeod Phillips
Ray,Feature Film,Drama,152,PG-13,Universal Pictures,2004-10-29T04:00:00Z,2004,10,29,2005-02-01T05:00:00Z,2005,2,1,7.7,106171,Certified Fresh,81,Upright,87,yes,no,yes,no,no,no,Taylor Hackford
Coach Carter,Feature Film,Drama,136,PG-13,Paramount Pictures,2005-01-14T05:00:00Z,2005,1,14,2005-06-21T04:00:00Z,2005,6,21,7.2,88777,Fresh,65,Upright,85,no,no,no,no,no,no,Thomas Carter
Training Day,Feature Film,Drama,122,R,Warner Bros. Pictures,2001-10-05T04:00:00Z,2001,10,5,2004-06-01T04:00:00Z,2004,6,1,7.7,294683,Fresh,72,Upright,89,no,no,yes,no,no,no,Antoine Fuqua
Saturday Night Fever,Feature Film,Drama,118,R,Paramount Pictures,1977-12-19T05:00:00Z,1977,12,19,2002-08-09T04:00:00Z,2002,8,9,6.8,51534,Certified Fresh,88,Upright,71,no,no,no,no,no,yes,John Badham
The Mother,Feature Film,Drama,112,R,Sony Pictures Classics,2004-05-28T04:00:00Z,2004,5,28,2004-10-12T04:00:00Z,2004,10,12,6.9,3487,Certified Fresh,77,Upright,62,no,no,no,no,no,no,Roger Michell
Under Fire,Feature Film,Mystery & Suspense,128,R,Vestron Video,1983-10-21T04:00:00Z,1983,10,21,2001-09-04T04:00:00Z,2001,9,4,7.1,5115,Fresh,88,Upright,68,no,no,yes,no,no,no,Roger Spottiswoode
Hairspray,Feature Film,Drama,92,PG,New Line Home Entertainment,1988-02-26T05:00:00Z,1988,2,26,2002-11-05T05:00:00Z,2002,11,5,6.9,15449,Fresh,97,Upright,80,no,no,no,no,no,no,John Waters
Sweet Liberty,Feature Film,Comedy,106,PG,MCA Universal Home Video,1986-05-14T04:00:00Z,1986,5,14,2004-11-23T05:00:00Z,2004,11,23,5.7,2181,Fresh,75,Spilled,34,no,no,no,no,no,no,Alan Alda
Urban Cowboy,Feature Film,Other,132,PG,Paramount Pictures,1980-06-06T04:00:00Z,1980,6,6,2002-10-08T04:00:00Z,2002,10,8,6.2,9832,Fresh,77,Upright,81,no,no,no,no,no,no,James Bridges
Shooter,Feature Film,Drama,124,R,Paramount Pictures,2007-03-23T04:00:00Z,2007,3,23,2007-06-26T04:00:00Z,2007,6,26,7.2,247105,Rotten,48,Upright,80,no,no,no,no,no,no,Antoine Fuqua
Crumb,Documentary,Comedy,119,R,Sony Pictures Home Entertainment,1995-05-19T04:00:00Z,1995,5,19,1999-03-09T05:00:00Z,1999,3,9,8,13614,Certified Fresh,95,Upright,89,no,no,no,no,no,no,Terry Zwigoff
Just Friends,Feature Film,Drama,96,PG-13,New Line Cinema,2005-11-23T05:00:00Z,2005,11,23,2006-03-07T05:00:00Z,2006,3,7,6.2,78297,Rotten,42,Upright,72,no,no,no,no,no,no,Roger  Kumble
Over the Edge,Feature Film,Drama,95,PG,WARNER BROTHERS PICTURES,1979-01-01T05:00:00Z,1979,1,1,2005-09-20T04:00:00Z,2005,9,20,7.6,4369,Fresh,89,Upright,86,no,no,no,no,no,no,Jonathan Kaplan
Operation Dumbo Drop,Feature Film,Comedy,107,PG,Buena Vista,1995-07-28T04:00:00Z,1995,7,28,2003-05-06T04:00:00Z,2003,5,6,4.9,6765,Rotten,31,Spilled,29,no,no,no,no,no,no,Simon Wincer
The Postman Always Rings Twice,Feature Film,Mystery & Suspense,122,PG,Warner Home Video,1981-03-20T05:00:00Z,1981,3,20,1997-08-27T04:00:00Z,1997,8,27,6.6,16137,Fresh,83,Spilled,59,no,no,yes,yes,no,no,Bob Rafelson
Monster,Feature Film,Drama,109,R,Newmarket Film Group,2004-01-09T05:00:00Z,2004,1,9,2004-06-01T04:00:00Z,2004,6,1,7.3,101850,Certified Fresh,82,Upright,81,no,no,no,yes,no,no,Patty Jenkins
Bright Leaves,Documentary,Documentary,107,Unrated,First Run Features,2004-08-25T04:00:00Z,2004,8,25,2005-06-21T04:00:00Z,2005,6,21,7.1,504,Certified Fresh,86,Upright,71,no,no,no,yes,no,no,Ross McElwee
Teenage Paparazzo,Documentary,Documentary,94,Unrated,HBO Documentary,2010-12-31T05:00:00Z,2010,12,31,2011-03-29T04:00:00Z,2011,3,29,7.4,1935,Fresh,100,Upright,94,no,no,no,no,no,no,Adrian Grenier
The Gauntlet,Feature Film,Mystery & Suspense,109,R,Warner Home Video,1977-01-01T05:00:00Z,1977,1,1,2001-09-04T04:00:00Z,2001,9,4,6.4,15116,Fresh,82,Spilled,54,no,no,no,no,yes,no,Clint Eastwood
Jerry Maguire,Feature Film,Drama,139,R,TriStar Pictures,1996-12-13T05:00:00Z,1996,12,13,1997-06-24T04:00:00Z,1997,6,24,7.3,183717,Certified Fresh,85,Upright,79,yes,no,no,no,no,no,Cameron Crowe
Felon,Feature Film,Drama,104,R,Sony Pictures Entertainment,2008-07-17T04:00:00Z,2008,7,17,2008-07-18T04:00:00Z,2008,7,18,7.5,64873,Rotten,59,Upright,82,no,no,no,no,no,no,Ric Roman Waugh
On Golden Pond,Feature Film,Drama,109,PG,Twentieth Century Fox Home Entertainment,1981-12-04T05:00:00Z,1981,12,4,2001-03-20T05:00:00Z,2001,3,20,7.7,20738,Fresh,92,Upright,87,yes,no,yes,yes,no,yes,Mark Rydell
Army of Darkness,Feature Film,Action & Adventure,81,R,Universal Pictures,1993-02-19T05:00:00Z,1993,2,19,2002-08-06T04:00:00Z,2002,8,6,7.6,123769,Fresh,72,Upright,87,no,no,no,no,no,no,Sam Raimi
Maverick,Feature Film,Other,127,PG-13,Warner Bros. Pictures,1994-05-20T04:00:00Z,1994,5,20,1997-08-27T04:00:00Z,1997,8,27,7,79866,Fresh,67,Upright,71,no,no,no,yes,no,no,Richard Donner
The Little Mermaid,Feature Film,Animation,83,G,Walt Disney Pictures,1989-01-01T05:00:00Z,1989,1,1,1999-12-07T05:00:00Z,1999,12,7,7.6,160237,Certified Fresh,92,Upright,88,no,no,no,no,no,no,John Musker
Astro Boy (AstroBoy),Feature Film,Action & Adventure,94,PG,Summit Entertainment,2009-10-23T04:00:00Z,2009,10,23,2010-03-16T04:00:00Z,2010,3,16,6.3,24595,Rotten,49,Spilled,50,no,no,yes,no,no,no,David Bowers
The Trip,Feature Film,Art House & International,112,Unrated,IFC Films,2011-06-10T04:00:00Z,2011,6,10,2011-10-11T04:00:00Z,2011,10,11,7,16883,Certified Fresh,89,Upright,70,no,no,no,no,no,no,Michael Winterbottom
Pete Seeger: The Power of Song,Documentary,Documentary,93,PG,The Weinstein Company,2007-04-29T04:00:00Z,2007,4,29,2008-08-05T04:00:00Z,2008,8,5,8.4,390,Fresh,95,Upright,92,no,no,no,no,no,no,Jim Brown
Zombi 2,Feature Film,Horror,91,R,The Jerry Gross Organization,1980-07-18T04:00:00Z,1980,7,18,1998-08-25T04:00:00Z,1998,8,25,6.9,19539,Rotten,42,Upright,70,no,no,no,no,no,no,Lucio Fulci
Jaws 2,Feature Film,Action & Adventure,116,PG,MCA Universal Home Video,1978-06-16T04:00:00Z,1978,6,16,2001-05-22T04:00:00Z,2001,5,22,5.7,48718,Rotten,53,Spilled,38,no,no,no,no,no,no,Jeannot Szwarc
Maniac,Feature Film,Horror,89,Unrated,IFC Midnight,2013-06-21T04:00:00Z,2013,6,21,2013-10-15T04:00:00Z,2013,10,15,6.1,26301,Rotten,49,Spilled,44,no,no,no,no,no,no,Franck Khalfoun
Velvet Goldmine,Feature Film,Musical & Performing Arts,124,R,Miramax,1998-11-06T05:00:00Z,1998,11,6,1999-05-18T04:00:00Z,1999,5,18,7,26943,Rotten,56,Upright,80,no,no,no,no,no,no,Todd Haynes
Undertaking Betty,Feature Film,Drama,94,PG-13,Miramax Films,2003-01-01T05:00:00Z,2003,1,1,2006-03-07T05:00:00Z,2006,3,7,6.7,4077,Rotten,40,Upright,66,no,no,no,no,no,no,Nich Hurran
Taking Lives,Feature Film,Drama,103,R,Warner Bros.,2004-03-19T05:00:00Z,2004,3,19,2004-08-17T04:00:00Z,2004,8,17,6.2,63511,Rotten,22,Spilled,55,no,no,no,no,no,no,D.J. Caruso
The Illusionist (L'illusionniste),Feature Film,Drama,80,PG,Sony Pictures Classics,2010-12-25T05:00:00Z,2010,12,25,2011-05-10T04:00:00Z,2011,5,10,7.5,27601,Certified Fresh,90,Upright,79,no,no,no,no,no,no,Sylvain Chomet
Titanic,Feature Film,Drama,194,PG-13,Paramount Pictures,1997-12-19T05:00:00Z,1997,12,19,2012-09-10T04:00:00Z,2012,9,10,7.7,756602,Certified Fresh,88,Upright,69,yes,yes,no,yes,yes,yes,James Cameron
The Tillman Story,Documentary,Documentary,94,R,The Weinstein Company,2010-08-20T04:00:00Z,2010,8,20,2011-02-01T05:00:00Z,2011,2,1,7.8,3998,Certified Fresh,93,Upright,91,no,no,no,no,no,no,Amir Bar-Lev
To The Wonder,Feature Film,Drama,112,R,Magnolia Pictures,2013-04-12T04:00:00Z,2013,4,12,2013-08-06T04:00:00Z,2013,8,6,6,19898,Rotten,46,Spilled,38,no,no,no,no,no,no,Terrence Malick
Snow Angels,Feature Film,Drama,107,R,Warner Independent,2007-01-19T05:00:00Z,2007,1,19,2008-09-16T04:00:00Z,2008,9,16,6.9,10786,Fresh,68,Upright,67,no,no,no,no,no,no,David Gordon Green
Mrs. Dalloway,Feature Film,Drama,97,PG-13,BMG,1998-02-20T05:00:00Z,1998,2,20,1999-09-28T04:00:00Z,1999,9,28,6.9,2857,Fresh,71,Spilled,58,no,no,no,no,no,no,Marleen Gorris
F for Fake,Documentary,Documentary,89,Unrated,Saguenay Films,1974-09-01T04:00:00Z,1974,9,1,2005-04-26T04:00:00Z,2005,4,26,7.8,9675,Certified Fresh,88,Upright,89,no,no,no,no,no,no,Orson Welles
Saving Face,Feature Film,Drama,91,R,Sony Pictures Classics,2005-05-27T04:00:00Z,2005,5,27,2005-10-18T04:00:00Z,2005,10,18,7.6,7545,Certified Fresh,87,Upright,88,no,no,no,no,no,no,Alice Wu
The Jerky Boys,Feature Film,Comedy,82,R,Buena Vista,1995-02-03T05:00:00Z,1995,2,3,1995-09-12T04:00:00Z,1995,9,12,4.5,2113,Rotten,9,Spilled,52,no,no,no,no,no,no,James Melkonian
The Unbelievable Truth,Feature Film,Drama,90,R,Trimark,1990-06-01T04:00:00Z,1990,6,1,2001-03-13T05:00:00Z,2001,3,13,7.5,3448,Fresh,100,Upright,89,no,no,no,no,no,no,Hal Hartley
Article 99,Feature Film,Drama,100,R,Orion Home Video,1992-03-13T05:00:00Z,1992,3,13,2003-09-16T04:00:00Z,2003,9,16,6,2441,Rotten,46,Spilled,55,no,no,yes,no,no,no,Howard Deutch
Great Balls of Fire,Feature Film,Drama,108,PG-13,Orion Pictures Corporation,1989-06-30T04:00:00Z,1989,6,30,2002-06-04T04:00:00Z,2002,6,4,6.2,12402,Fresh,63,Spilled,53,no,no,no,no,no,no,Jim McBride
Condorman,Feature Film,Action & Adventure,90,PG,Walt Disney Productions,1981-08-07T04:00:00Z,1981,8,7,1999-05-18T04:00:00Z,1999,5,18,5.7,3373,Rotten,25,Upright,65,no,no,no,no,no,no,Charles Jarrott
Man of the House,Feature Film,Comedy,96,PG,All Girl Productions,1995-03-03T05:00:00Z,1995,3,3,2003-03-04T05:00:00Z,2003,3,4,4.9,6322,Rotten,14,Spilled,33,no,no,no,no,no,no,James Orr
Broken,Feature Film,Documentary,91,Unrated,Film Movement,2013-07-19T04:00:00Z,2013,7,19,2013-11-05T05:00:00Z,2013,11,5,7.3,9906,Fresh,63,Upright,74,no,no,no,no,no,no,Billy Corben
The Big Red One,Feature Film,Drama,113,PG,United Artists,1980-05-28T04:00:00Z,1980,5,28,1999-04-27T04:00:00Z,1999,4,27,7.2,15025,Certified Fresh,91,Upright,78,no,no,yes,no,no,no,Samuel Fuller
Mighty Aphrodite,Feature Film,Comedy,95,R,Miramax Films,1995-10-27T04:00:00Z,1995,10,27,1999-03-16T05:00:00Z,1999,3,16,7.1,30826,Fresh,77,Upright,73,no,no,no,no,yes,no,Woody Allen
Captain Phillips,Feature Film,Drama,134,PG-13,Sony Pictures,2013-10-11T04:00:00Z,2013,10,11,2014-01-21T05:00:00Z,2014,1,21,7.9,309896,Certified Fresh,93,Upright,89,yes,no,yes,no,no,no,Paul Greengrass
Amityville II: The Possession,Feature Film,Horror,104,R,MGM,1982-09-24T04:00:00Z,1982,9,24,2005-04-05T04:00:00Z,2005,4,5,5.4,7284,Rotten,7,Spilled,35,no,no,no,no,no,no,Damiano Damiani
The Long Kiss Goodnight,Feature Film,Mystery & Suspense,121,R,New Line Home Entertainment,1996-10-11T04:00:00Z,1996,10,11,2001-02-06T05:00:00Z,2001,2,6,6.7,58907,Fresh,67,Upright,70,no,no,no,no,no,no,Renny Harlin
Fool's Gold,Feature Film,Action & Adventure,112,PG-13,Warner Bros. Pictures,2008-02-08T05:00:00Z,2008,2,8,2008-06-17T04:00:00Z,2008,6,17,5.6,57251,Rotten,11,Spilled,48,no,no,yes,no,no,no,Andy Tennant
Doogal,Feature Film,Animation,85,G,Weinstein Company,2006-02-24T05:00:00Z,2006,2,24,2006-05-16T04:00:00Z,2006,5,16,2.8,3790,Rotten,8,Spilled,18,no,no,no,no,no,no,Frank Passingham
Bait,Feature Film,Drama,119,R,Warner Bros. Pictures,2000-09-15T04:00:00Z,2e3,9,15,2001-01-23T05:00:00Z,2001,1,23,5.7,8818,Rotten,26,Spilled,41,no,no,yes,no,no,no,Antoine Fuqua
Body of Evidence,Feature Film,Mystery & Suspense,99,R,MGM,1992-06-01T04:00:00Z,1992,6,1,2002-12-03T05:00:00Z,2002,12,3,4.3,11125,Rotten,6,Spilled,22,no,no,no,yes,no,no,Uli Edel
The Hunger Games,Feature Film,Drama,142,PG-13,Lionsgate,2012-03-23T04:00:00Z,2012,3,23,2012-08-18T04:00:00Z,2012,8,18,7.3,675907,Certified Fresh,84,Upright,81,no,no,no,yes,no,yes,Gary Ross
Hell's Kitchen N.Y.C.,Feature Film,Drama,95,R,HK Film Corporation,1999-12-31T05:00:00Z,1999,12,31,2004-05-11T04:00:00Z,2004,5,11,4.9,2120,Rotten,40,Spilled,35,no,no,no,no,no,no,Tony Cinciripini
The Lake House,Feature Film,Drama,99,PG,Warner Bros. Pictures,2006-06-16T04:00:00Z,2006,6,16,2006-09-26T04:00:00Z,2006,9,26,6.8,111132,Rotten,35,Upright,73,no,no,no,yes,no,no,Alejandro Agresti
In the Name of the Father,Feature Film,Drama,133,R,Universal Pictures,1993-12-29T05:00:00Z,1993,12,29,1998-07-07T04:00:00Z,1998,7,7,8.1,103378,Certified Fresh,94,Upright,95,yes,no,yes,yes,no,no,Jim Sheridan
Desperate Measures,Feature Film,Drama,100,R,Sony Pictures Home Entertainment,1997-06-01T04:00:00Z,1997,6,1,1998-05-26T04:00:00Z,1998,5,26,6.1,13682,Rotten,17,Spilled,37,no,no,no,no,no,no,Barbet Schroeder
The Invasion,Feature Film,Mystery & Suspense,99,PG-13,Warners Bros. Pictures,2007-08-17T04:00:00Z,2007,8,17,2008-01-29T05:00:00Z,2008,1,29,5.9,63672,Rotten,19,Spilled,40,no,no,no,yes,no,no,Oliver Hirschbiegel
Eye of the Needle,Feature Film,Drama,112,R,MGM Home Entertainment,1981-07-24T04:00:00Z,1981,7,24,2001-05-15T04:00:00Z,2001,5,15,7.1,6946,Fresh,85,Upright,72,no,no,no,no,no,no,Richard Marquand
Funny Lady,Feature Film,Drama,136,PG,Columbia Pictures,1975-03-07T04:00:00Z,1975,3,7,2002-02-05T05:00:00Z,2002,2,5,6.4,3584,Rotten,38,Spilled,55,no,no,no,yes,no,no,Herbert Ross
Alvin and the Chipmunks,Feature Film,Animation,92,PG,20th Century Fox,2007-12-14T05:00:00Z,2007,12,14,2008-04-01T04:00:00Z,2008,4,1,5.3,54363,Rotten,27,Upright,65,no,no,no,no,no,no,Tim Hill
Pina,Documentary,Musical & Performing Arts,103,PG,IFC Films,2011-12-23T05:00:00Z,2011,12,23,2013-01-22T05:00:00Z,2013,1,22,7.7,11197,Certified Fresh,95,Upright,81,no,no,no,no,no,no,Wim Wenders
Capote,Feature Film,Drama,114,R,Sony Pictures Classics,2005-09-30T04:00:00Z,2005,9,30,2006-03-14T05:00:00Z,2006,3,14,7.4,96787,Certified Fresh,90,Upright,81,yes,no,yes,no,no,no,Bennett Miller
Dead Men Don't Wear Plaid,Feature Film,Mystery & Suspense,88,PG,Universal Pictures,1982-05-21T04:00:00Z,1982,5,21,1999-03-16T05:00:00Z,1999,3,16,6.8,16366,Fresh,77,Upright,73,no,no,no,no,no,no,Carl Reiner
Tarzan,Feature Film,Drama,88,G,Buena Vista Pictures,1999-06-16T04:00:00Z,1999,6,16,2000-01-01T05:00:00Z,2e3,1,1,7.2,134270,Certified Fresh,88,Upright,74,no,no,no,no,no,no,Chris Buck
Cocoon: The Return,Feature Film,Drama,116,PG,Fox,1988-11-23T05:00:00Z,1988,11,23,2004-06-01T04:00:00Z,2004,6,1,5.2,11657,Rotten,36,Spilled,35,no,no,no,no,no,no,Daniel Petrie
Death Defying Acts,Feature Film,Drama,97,PG,Genius Productions,2008-07-11T04:00:00Z,2008,7,11,2008-10-28T04:00:00Z,2008,10,28,5.9,8345,Rotten,44,Spilled,26,no,no,no,no,no,no,Gillian Armstrong
Half Baked,Feature Film,Comedy,82,R,Universal Pictures,1998-01-16T05:00:00Z,1998,1,16,1998-06-30T04:00:00Z,1998,6,30,6.7,46794,Rotten,29,Upright,81,no,no,no,no,no,no,Tamra Davis
Dance of the Dead,Feature Film,Action & Adventure,87,R,Grindhouse Entertainment,2008-03-09T05:00:00Z,2008,3,9,2008-10-14T04:00:00Z,2008,10,14,5.9,10087,Fresh,80,Spilled,52,no,no,no,no,no,no,Gregg Bishop
Around the World in 80 Days,Feature Film,Action & Adventure,120,PG,Buena Vista Pictures,2004-06-16T04:00:00Z,2004,6,16,2004-11-02T05:00:00Z,2004,11,2,5.8,66054,Rotten,31,Spilled,34,no,no,no,no,no,yes,Frank Coraci
LOL,Feature Film,Comedy,97,PG-13,Lionsgate Films,2012-05-04T04:00:00Z,2012,5,4,2012-07-31T04:00:00Z,2012,7,31,4.2,43574,Rotten,17,Spilled,51,no,no,no,no,no,no,Liza Azuelos
